長さ,ながさ,長[なが]さ,nagasa,length,[sound:word_nagasa.mp3],このケーブルの<b>長さ</b>は1メートルです。,このケーブルの<b>長[なが]さ</b>は 1[いち]メートルです。 ,The length of this cable is one meter.,[sound:sentence_nagasa.mp3],,,,,,570,
川,かわ,川[かわ],kawa,"river, stream",[sound:word_kawa1.mp3],昔はこの<b>川</b>にも魚がいたものだ。,昔[むかし]はこの<b>川[かわ]</b>にも 魚[さかな]がいたものだ。 ,"There used to be fish in this river, too.",[sound:sentence_kawa1.mp3],,,,,,571,Kaishi_word
世界,せかい,世[せ]界[かい],sekai,world,[sound:word_sekai.mp3],<b>世界</b>で一番長い川はアマゾン川です。,<b>世[せ]界[かい]</b>で 一[いち]番[ばん]長[なが]い 川[かわ]はアマゾン 川[かわ]です。 ,The longest river in the world is the Amazon River.,[sound:sentence_sekai.mp3],,,,,,572,Kaishi_word
いくつ,いくつ,いくつ,ikutsu,"how many, how old",[sound:word_ikutsu.mp3],娘さんは<b>いくつ</b>になりましたか？,娘[むすめ]さんは<b>いくつ</b>になりましたか？ ,How old is your daughter now?,[sound:sentence_ikutsu.mp3],,,,,いくつ is sometimes spelled 幾つ,572.1,
言語,げんご,言[げん]語[ご],gengo,language,[sound:word_gengo.mp3],世界にはいくつの<b>言語</b>がありますか？,世[せ]界[かい]にはいくつの<b>言[げん]語[ご]</b>がありますか？ ,How many languages are there in the world?,[sound:sentence_gengo.mp3],,,,,,572.2,
触る,さわる,触[さわ]る,sawaru,to touch,[sound:word_sawaru.mp3],絵に<b>触</b>らないでください。,絵[え]に<b>触[さわ]</b>らないでください。 ,Please don't touch the painting.,[sound:sentence_sawaru.mp3],,,,,,573,Kaishi_word
意味,いみ,意[い]味[み],imi,"meaning, significance",[sound:word_imi.mp3],それはどういう<b>意味</b>ですか？,それはどういう<b>意[い]味[み]</b>ですか？ ,What does that mean?,[sound:sentence_imi.mp3],,,,,,574,Kaishi_word
どういう,どういう,どういう,dōiu,"what, what kind of, what sort of",[sound:word_douiu.mp3],それは<b>どういう</b>意味ですか？,それは<b>どういう</b>意[い]味[み]ですか？ ,What does that mean?,[sound:sentence_imi.mp3],,,,,,574.1,
無意味,むいみ,無[む]意[い]味[み],muimi,"meaningless, pointless",[sound:word_muimi.mp3],そんなことをしても<b>無意味</b>よ。,そんなことをしても<b>無[む]意[い]味[み]</b>よ。 ,It's meaningless to do such a thing.,[sound:sentence_muimi.mp3],,,,,,574.2,
存在,そんざい,存[そん]在[ざい],sonzai,"existence, being",[sound:word_sonzai.mp3],<b>存在</b>の意味はなんだ？,<b>存[そん]在[ざい]</b>の 意[い]味[み]はなんだ？ ,What's the point of existence?,[sound:sentence_sonzai.mp3],,,,,,574.3,Kaishi_word
そういう,そういう,そういう,souiu,"such, like that, that sort of​",[sound:word_souiu.mp3],あ、<b>そういう</b>意味じゃないです。,あ、<b>そういう</b>意[い]味[み]じゃないです。 ,"Oh, I didn't mean that!",[sound:sentence_souiu.mp3],,,,,,575,
言葉,ことば,言[こと]葉[ば],kotoba,"word, words",[sound:word_kotoba.mp3],この<b>言葉</b>の意味が分かりません。,この<b>言[こと]葉[ば]</b>の 意[い]味[み]が 分[わ]かりません。 ,I don't understand the meaning of this word.,[sound:sentence_kotoba.mp3],,,,,,580,Kaishi_word
起こる,おこる,起[お]こる,okoru,"to occur, to happen",[sound:word_okoru2.mp3],大変なことが<b>起こ</b>りました。,大[たい]変[へん]なことが<b>起[お]こ</b>りました。 ,A terrible thing happened.,[sound:sentence_okoru2.mp3],,,,,,581.1,Kaishi_word
気がする,きがする,気[き]がする,kigasuru,"having a feeling that, to feel as if",[sound:word_kigasuru.mp3],今日はいいことが起こりそうな<b>気がする</b>。,今日[きょう]はいいことが 起[お]こりそうな<b>気[き]がする</b>。 ,I have a feeling something good is going to happen today.,[sound:sentence_kigasuru.mp3],,,,,,581.2,
どこか,どこか,どこか,dokoka,somewhere,[sound:word_dokoka.mp3],さっきの人、<b>どこか</b>で見たことある気がする。,さっきの 人[ひと]、<b>どこか</b>で 見[み]たことある 気[き]がする。 ,I feel like I've seen that person somewhere before.,[sound:sentence_dokoka.mp3],,,,,in the audio the pronunciation is the contraction どっか,582,
無理(する),むり,無[む]理[り],muri,"unreasonable, impossible",[sound:word_muri.mp3],<b>無理</b>しないでね？,<b>無[む]理[り]</b>しないでね？ ,"Don't overdo it, OK? // Don't burn yourself out.",[sound:sentence_muri.mp3],,,,,,583,Kaishi_word
一度,いちど,一[いち]度[ど],ichido,"once, one time",[sound:word_ichido.mp3],もう<b>一度</b>言ってください,もう<b>一[いち]度[ど]</b>言[い]ってください,Please say it again.,[sound:sentence_ichido.mp3],,,,,,584,Kaishi_word
何度,なんど,何[なん]度[ど],nando,how many times,[sound:word_nando.mp3],<b>何度</b>頼んでも、彼は手伝いはしない。,<b>何[なん]度[ど]</b>頼[たの]んでも 、 彼[かれ]は 手[て]伝[つだ]いはしない。 ,"No matter how many times I ask him, he won't help.",[sound:sentence_nando.mp3],,,,,,584.2,
遅い,おそい,遅[おそ]い,osoi,"slow, late",[sound:word_osoi.mp3],<b>遅</b>くなってごめんね。,<b>遅[おそ]</b>くなってごめんね。 ,Sorry I'm late.,[sound:sentence_osoi.mp3],,,,,,585,Kaishi_word
遅れる,おくれる,遅[おく]れる,okureru,to be late,[sound:word_okureru.mp3],<b>遅れ</b>てごめん。,<b>遅[おく]れ</b>てごめん。 ,I am sorry I'm late.,[sound:sentence_okureru.mp3],,,,,,586,Kaishi_word
理由,りゆう,理[り]由[ゆう],riyū,"reason, cause",[sound:word_riyuu.mp3],遅れた<b>理由</b>を教えてください。,遅[おく]れた<b>理[り]由[ゆう]</b>を 教[おし]えてください。 ,Please tell me the reason you were late.,[sound:sentence_riyuu.mp3],,,,,,587,Kaishi_word
残り,のこり,残[のこ]り,nokori,"remainder, remnant, leftovers​",[sound:word_nokori.mp3],仕事の<b>残り</b>は家でします。,仕[し]事[ごと]の<b>残[のこ]り</b>は 家[いえ]でします。 ,I'll do the rest of the work at home.,[sound:sentence_nokori.mp3],,,,,,588.1,Kaishi_word
料理,りょうり,料[りょう]理[り],ryōri,"cooking, cuisine",[sound:word_ryouri.mp3],<b>料理</b>がたくさん残りました。,<b>料[りょう]理[り]</b>がたくさん 残[のこ]りました。 ,A lot of food was left over.,[sound:sentence_ryouri.mp3],,,,,,588.2,Kaishi_word
下手,へた,下手[へた],heta,"bad at, poor",[sound:word_heta.mp3],料理が<b>下手</b>です。,料[りょう]理[り]が<b>下手[へた]</b>です。 ,I'm bad at cooking.,[sound:sentence_heta.mp3],,,,,,588.3,Kaishi_word
まずい,まずい,まずい,mazui,"(1) bad, problematic (2) bad tasting",[sound:word_mazui.mp3],ここの料理は<b>まずい</b>。,ここの 料[りょう]理[り]は<b>まずい</b>。 ,The food here is bad.,[sound:sentence_mazui.mp3],,,,,,588.4,Kaishi_word
四つ,よっつ,四[よっ]つ,yottsu,four things,[sound:word_yottsu.mp3],ケーキを<b>四つ</b>に切った。,ケーキを<b>四[よっ]つ</b>に 切[き]った。 ,I cut the cake into four pieces.,[sound:sentence_yottsu.mp3],,,,,,588.41,Kaishi_word
卵,たまご,卵[たまご],tamago,egg,[sound:word_tamago.mp3],<b>卵</b>あと4つしかない。,<b>卵[たまご]</b>あと 4[よっ]つしかない。 ,We only have 4 eggs left.,[sound:sentence_tamago.mp3],,,,,,588.5,
あいつ,あいつ,あいつ,aitsu,that guy (derogatory),[sound:word_aitsu.mp3],<b>あいつ</b>、遅いなー。,<b>あいつ</b>、 遅[おそ]いなー。 ,That guy is late.,[sound:sentence_aitsu.mp3],,,,,"there are three forms of the expression: こいつ, そいつ, あいつ corresponding to the demonstratives これ,  それ,  あれ",589,Kaishi_word
消える,きえる,消[き]える,kieru,"to turn off, to disappear",[sound:word_kieru.mp3],データ<b>消え</b>ちゃった！,データ<b>消[き]え</b>ちゃった！ ,The data disappeared!,[sound:sentence_kieru.mp3],,,,,,590,Kaishi_word
火,ひ,火[ひ],hi,fire,[sound:word_hi2.mp3],それから、<b>火</b>をつけてください。,それから 、<b>火[ひ]</b>をつけてください。 ,Then please turn on the heat. (or make a fire),[sound:sentence_hi2.mp3],,,,,,591,Kaishi_word
消す,けす,消[け]す,kesu,"(1) to turn off, put out (fire) (2) erase, delete",[sound:word_kesu.mp3],火を<b>消</b>して。,火[ひ]を<b>消[け]</b>して。 ,Put the fire out.,[sound:sentence_kesu.mp3],,,,,,592,Kaishi_word
だろう,だろう,だろう,darō,"probably, I suppose; 'right?' (seeking confirmation)",[sound:word_darou.mp3],これいくら<b>だろう</b>？,これいくら<b>だろう</b>？ ,I wonder how much this is? (cost),[sound:sentence_darou.mp3],,,,,,594,
味,あじ,味[あじ],aji,"taste, flavor",[sound:word_aji.mp3],この魚は変な<b>味</b>がしますね？,この 魚[さかな]は 変[へん]な<b>味[あじ]</b>がしますね？ ,"This fish tastes funny, doesn't it?",[sound:sentence_aji.mp3],,,,,,598,Kaishi_word
足りる,たりる,足[た]りる,tariru,"to be enough, to be sufficient",[sound:word_tariru.mp3],この料理、今一つ味が<b>足り</b>ない気がする。,この 料[りょう]理[り]、 今[いま] 一[ひと]つ 味[あじ]が<b>足[た]り</b>ない 気[き]がする。 ,This dish seems to be lacking in flavor.,[sound:sentence_tariru.mp3],,,,,,598.2,Kaishi_word
腕,うで,腕[うで],ude,arm,[sound:word_ude.mp3],<b>腕</b>が上がらない,<b>腕[うで]</b>が 上[あ]がらない,I can't lift my arm.,[sound:sentence_ude.mp3],,,,,,599,Kaishi_word
起きる,おきる,起[お]きる,okiru,to wake up,[sound:word_okiru.mp3],田中さんは<b>起きる</b>のが早いですね。,田[た]中[なか]さんは<b>起[お]きる</b>のが 早[はや]いですね。 ,"Mr. Tanaka, you're an early riser, aren't you?",[sound:sentence_okiru.mp3],,,,,,601,Kaishi_word
準備,じゅんび,準[じゅん]備[び],junbi,"preparation, arrangements",[sound:word_junbi.mp3],もう<b>準備</b>はできましたか？,もう<b>準[じゅん]備[び]</b>はできましたか？ ,Are you ready yet?,[sound:sentence_junbi.mp3],,,,,,603,Kaishi_word
音,おと,音[おと],oto,sound,[sound:word_oto.mp3],変な<b>音</b>が聞こえる。,変[へん]な<b>音[おと]</b>が 聞[き]こえる。 ,I can hear a strange sound.,[sound:sentence_oto.mp3],,,,,,604,Kaishi_word
聞こえる,きこえる,聞[き]こえる,kikoeru,"can be heard, audible",[sound:word_kikoeru.mp3],変な音が<b>聞こえる</b>。,変[へん]な 音[おと]が<b>聞[き]こえる</b>。 ,I can hear a strange sound.,[sound:sentence_oto.mp3],,,,,,605,Kaishi_word
音楽,おんがく,音[おん]楽[がく],ongaku,music,[sound:word_ongaku.mp3],彼はステレオで<b>音楽</b>を聞いた。,彼[かれ]はステレオで<b>音[おん]楽[がく]</b>を 聞[き]いた。 ,He was listening to music on the stereo.,[sound:sentence_ongaku.mp3],,,,,,606,
楽しむ,たのしむ,楽[たの]しむ,tanoshimu,"to enjoy, to look forward to",[sound:word_tanoshimu.mp3],音楽を聞いて<b>楽しみ</b>ましょう。,音[おん]楽[がく]を 聞[き]いて<b>楽[たの]しみ</b>ましょう。,Let's enjoy listening to music.,[sound:sentence_tanoshimu.mp3],,,,,,606.2,Kaishi_word
今度,こんど,今[こん]度[ど],kondo,this time (or next time),[sound:word_kondo.mp3],<b>今度</b>はどこに行きたいですか？,<b>今[こん]度[ど]</b>はどこに 行[い]きたいですか？ ,Where do you want to go this time?,[sound:sentence_kondo.mp3],,,,,,609,Kaishi_word
約束,やくそく,約[やく]束[そく],yakusoku,"promise, agreement",[sound:word_yakusoku.mp3],<b>約束</b>を忘れないでください。,<b>約[やく]束[そく]</b>を 忘[わす]れないでください。 ,Please don't forget your promise.,[sound:sentence_yakusoku.mp3],,,,,,610,Kaishi_word
守る,まもる,守[まも]る,mamoru,"to protect, to observe",[sound:word_mamoru.mp3],約束は<b>守</b>ります。,約[やく]束[そく]は<b>守[まも]</b>ります。 ,I keep my promises.,[sound:sentence_mamoru.mp3],,,,,,611,Kaishi_word
優しい,やさしい,優[やさ]しい,yasashii,"gentle, kind",[sound:word_yasashii1.mp3],彼は<b>優しい</b>人です。,彼[かれ]は<b>優[やさ]しい</b>人[ひと]です。 ,He's a kind person.,[sound:sentence_yasashii1.mp3],,,,,,612,Kaishi_word
女性,じょせい,女[じょ]性[せい],josei,"woman, female",[sound:word_josei.mp3],なんて優しい<b>女性</b>でしょう。,なんて 優[やさ]しい<b>女[じょ]性[せい]</b>でしょう。 ,What a nice lady.,[sound:sentence_josei.mp3],,,,,,613,Kaishi_word
暇,ひま,暇[ひま],hima,"free, not busy",[sound:word_hima.mp3],明日は<b>暇</b>ですか？,明日[あした]は<b>暇[ひま]</b>ですか？ ,Are you free tomorrow?,[sound:sentence_hima.mp3],,,,,,614,Kaishi_word
増える,ふえる,増[ふ]える,fueru,"to increase, grow",[sound:word_fueru.mp3],仕事は<b>増える</b>ばかりで、休む暇がない。,仕[し]事[ごと]は<b>増[ふ]える</b>ばかりで 、 休[やす]む 暇[ひま]がない。 ,My workload keeps increasing and I have no time to rest.,[sound:sentence_fueru.mp3],,,,,,614.2,Kaishi_word
外国人,がいこくじん,外[がい]国[こく]人[じん],gaikokujin,foreigner,[sound:word_gaikokujin.mp3],日本に住む<b>外国人</b>が増えています。,日本[にほん]に 住[す]む<b>外[がい]国[こく]人[じん]</b>が 増[ふ]えています。 ,The number of foreigners living in Japan is increasing.,[sound:sentence_gaikokujin.mp3],,,,,,614.3,
変える,かえる,変[か]える,kaeru,"to change, to alter (something)",[sound:word_kaeru2.mp3],テレビのチャンネルを<b>変え</b>てください。,テレビのチャンネルを<b>変[か]え</b>てください。 ,Please change the TV channel.,[sound:sentence_kaeru2.mp3],,,,,,616,Kaishi_word
椅子,いす,椅[い]子[す],isu,chair,[sound:word_isu.mp3],この<b>椅子</b>を使ってもいいですか？,この<b>椅[い]子[す]</b>を 使[つか]ってもいいですか？ ,May I use this chair?,[sound:sentence_isu.mp3],,,,,,617,Kaishi_word
形,かたち,形[かたち],katachi,"shape, form, figure",[sound:word_katachi.mp3],その椅子は変わった<b>形</b>をしている。,その 椅[い]子[す]は 変[か]わった<b>形[かたち]</b>をしている。 ,That chair has an unusual shape.,[sound:sentence_katachi.mp3],,,,,,619,Kaishi_word
変わった,かわった,変[か]わった,kawatta,"unusual, strange, odd",[sound:word_kawatta.mp3],その椅子は<b>変わった</b>形をしている。,その 椅[い]子[す]は<b>変[か]わった</b>形[かたち]をしている。 ,That chair has an unusual shape.,[sound:sentence_katachi.mp3],,,,,,620,
祖父,そふ,祖[そ]父[ふ],sofu,(speaker's) grandfather,[sound:word_sofu.mp3],<b>祖父</b>は元気です。,<b>祖[そ]父[ふ]</b>は 元[げん]気[き]です。,My grandfather is well.,[sound:sentence_sofu.mp3],,,,,,621.1,
病気,びょうき,病[びょう]気[き],byōki,illness,[sound:word_byouki.mp3],祖父が<b>病気</b>になった。,祖[そ]父[ふ]が<b>病[びょう]気[き]</b>になった。 ,My grandfather got sick.,[sound:sentence_byouki.mp3],,,,,,621.2,Kaishi_word
病院,びょういん,病[びょう]院[いん],byōin,hospital,[sound:word_byouin.mp3],<b>病院</b>はどこですか？,<b>病[びょう]院[いん]</b>はどこですか？ ,Where is the hospital?,[sound:sentence_byouin.mp3],,,,,,622,Kaishi_word
祖母,そぼ,祖[そ]母[ぼ],sobu,(speaker's) grandmother,[sound:word_sobo.mp3],私の<b>祖母</b>は百才です。,私[わたし]の<b>祖[そ]母[ぼ]</b>は 百[ひゃく]才[さい]です。 ,My grandmother is 100 years old.,[sound:sentence_sobo.mp3],,,,,,623.1,
百,ひゃく,百[ひゃく],hyaku,hundred,[sound:word_hyaku.mp3],私の祖母は<b>百</b>才です。,私[わたし]の 祖[そ]母[ぼ]は<b>百[ひゃく]</b>才[さい]です。 ,My grandmother is 100 years old.,[sound:sentence_sobo.mp3],,,,,,623.2,
万,まん,万[まん],man,ten thousand,[sound:word_man.mp3],一<b>万</b>円しか持ってない。,一[いち]<b>万[まん]</b>円[えん]しか 持[も]ってない。 ,"I've only got 10,000 yen.",[sound:sentence_man.mp3],,,,,しか = nothing but,623.3,Kaishi_word
無くなる,なくなる,無[な]くなる,nakunaru,"to be lost, to disappear",[sound:word_nakunaru1.mp3],もうお金が<b>無くな</b>りました。,もうお 金[かね]が<b>無[な]くな</b>りました。 ,I've run out of money already.,[sound:sentence_nakunaru1.mp3],,,,,,624.2,Kaishi_word
亡くなる,なくなる,亡[な]くなる,nakunaru,"to die, to pass away",[sound:word_nakunaru2.mp3],母は10年前に<b>亡くな</b>りました。,母[はは]は 10[じゅう]年[ねん]前[まえ]に<b>亡[な]くな</b>りました。 ,My mother passed away ten years ago.,[sound:sentence_nakunaru2.mp3],,,,,,624.3,
はっきり,はっきり,はっきり,hakkiri,"clearly, plainly",[sound:word_hakkiri.mp3],今日は山が<b>はっきり</b>見える。,今日[きょう]は 山[やま]が<b>はっきり</b>見[み]える。 ,You can see the mountains clearly today.,[sound:sentence_hakkiri.mp3],,,,,,625.1,Kaishi_word
説明(する),せつめい,説[せつ]明[めい],setsumei,explanation,[sound:word_setsumei.mp3],私にはっきり<b>説明</b>してください。,私[わたし]にはっきり<b>説[せつ]明[めい]</b>してください。 ,Please explain it clearly to me.,[sound:sentence_setsumei.mp3],,,,,,625.2,Kaishi_word
わけ,わけ,わけ,wake,"reason, sense, meaning",[sound:word_wake.mp3],彼の説明は<b>わけ</b>がわからない。,彼[かれ]の 説[せつ]明[めい]は<b>わけ</b>がわからない。 ,His explanation makes no sense.,[sound:sentence_wake.mp3],,,,,,626,
記憶,きおく,記[き]憶[おく],kioku,memory,[sound:word_kioku.mp3],彼は<b>記憶</b>を失った。,彼[かれ]は<b>記[き]憶[おく]</b>を 失[うしな]った。 ,He lost his memory.,[sound:sentence_kioku.mp3],,,,,,626,Kaishi_word
虫,むし,虫[むし],mushi,"insect, bug",[sound:word_mushi1.mp3],<b>虫</b>大っ嫌い！,<b>虫[むし]</b>大[だい]っ 嫌[きら]い！ ,I hate bugs.,[sound:sentence_mushi1.mp3],,,,,,627,
嫌,いや,嫌[いや],iya,"disliking, unwilling (to do)",[sound:word_iya.mp3],私は待つのが<b>嫌</b>だ。,私[わたし]は 待[ま]つのが<b>嫌[いや]</b>だ。 ,I hate waiting.,[sound:sentence_iya.mp3],,,,,,628,Kaishi_word
重い,おもい,重[おも]い,omoi,heavy,[sound:word_omoi1.mp3],このカバンは<b>重い</b>です。,このカバンは<b>重[おも]い</b>です。 ,This bag is heavy.,[sound:sentence_omoi1.mp3],,,,,,630,Kaishi_word
カバン,かばん,カバン,kaban,bag,[sound:word_kaban.mp3],この<b>カバン</b>は重いです。,この<b>カバン</b>は 重[おも]いです。 ,This bag is heavy.,[sound:sentence_omoi1.mp3],,,,,カバン can also be spelled 鞄,631,
首,くび,首[くび],kubi,neck,[sound:word_kubi.mp3],きりんの<b>首</b>は長い。,きりんの<b>首[くび]</b>は 長[なが]い。 ,Giraffes have long necks.,[sound:sentence_kubi.mp3],,,,,,633,Kaishi_word
悲しい,かなしい,悲[かな]しい,kanashii,sad,[sound:word_kanashii.mp3],泣きたいくらい<b>悲しい</b>。,泣[な]きたいくらい<b>悲[かな]しい</b>。,I'm so sad I wanna cry.,[sound:sentence_kanashii.mp3],,,,,,638,Kaishi_word
こんなに,こんなに,こんなに,konnani,"this much, such",[sound:word_konnani.mp3],<b>こんなに</b>面白い本は初めて読んだ。,<b>こんなに</b>面[おも]白[しろ]い 本[ほん]は 初[はじ]めて 読[よ]んだ。 ,It's the first time I read such an interesting book.,[sound:sentence_konnani.mp3],,,,,,639,Kaishi_word
付く,つく,付[つ]く,tsuku,"to attach, connect, stick",[sound:word_tsuku1.mp3],顔にケチャップ<b>付</b>いてるよ。,顔[かお]にケチャップ<b>付[つ]</b>いてるよ。 ,You have ketchup on your face.,[sound:sentence_tsuku1.mp3],,,,,,641,Kaishi_word
洗う,あらう,洗[あら]う,arau,to wash,[sound:word_arau.mp3],早く顔を<b>洗</b>いなさい。,早[はや]く 顔[かお]を<b>洗[あら]</b>いなさい。 ,Wash your face quickly.,[sound:sentence_arau.mp3],,,,,,643,Kaishi_word
まず,まず,まず,mazu,"first (of all), to begin with",[sound:word_mazu.mp3],帰ったら<b>まず</b>手を洗いましょう。,帰[かえ]ったら<b>まず</b>手[て]を 洗[あら]いましょう。 ,"When you get home, wash your hands first.",[sound:sentence_mazu.mp3],,,,,,644,Kaishi_word
映画,えいが,映[えい]画[が],eiga,movie,[sound:word_eiga.mp3],その<b>映画</b>はとても悲しかった。,その<b>映[えい]画[が]</b>はとても 悲[かな]しかった。 ,That movie was very sad.,[sound:sentence_eiga.mp3],,,,,,645,
動画,どうが,動[どう]画[が],dōga,"video, video clip",[sound:word_douga.mp3],ユーチューブで面白い<b>動画</b>見つけたんだ。,ユーチューブで 面[おも]白[しろ]い<b>動[どう]画[が]</b>見[み]つけたんだ。 ,I found a funny video on YouTube.,[sound:sentence_douga.mp3],,,,,,646,
遊ぶ,あそぶ,遊[あそ]ぶ,asobu,"to play, hang out",[sound:word_asobu.mp3],外で<b>遊ぶ</b>,外[そと]で<b>遊[あそ]ぶ</b>,to play outside,[sound:sentence_asobu.mp3],,,,,,648,Kaishi_word
必ず,かならず,必[かなら]ず,kanarazu,"certainly, without exception",[sound:word_kanarazu.mp3],約束は<b>必ず</b>守ってください。,約[やく]束[そく]は<b>必[かなら]ず</b>守[まも]ってください。 ,Please be sure to keep your promises.,[sound:sentence_kanarazu.mp3],,,,,,649,Kaishi_word
血,ち,血[ち],chi,blood,[sound:word_chi1.mp3],<b>血</b>が出ていますよ。,<b>血[ち]</b>が 出[で]ていますよ。 ,You're bleeding.,[sound:sentence_chi1.mp3],,,,,,650.1,Kaishi_word
驚く,おどろく,驚[おどろ]く,odoroku,"to be surprised, to be astonished",[sound:word_odoroku.mp3],彼は血を見て<b>驚</b>いた。,彼[かれ]は 血[ち]を 見[み]て<b>驚[おどろ]</b>いた。 ,He was surprised by the sight of blood.,[sound:sentence_odoroku.mp3],,,,,,650.2,Kaishi_word
置く,おく,置[お]く,oku,"to put, place (something)",[sound:word_oku1.mp3],あの本をどこに<b>置</b>きましたか？,あの 本[ほん]をどこに<b>置[お]</b>きましたか？ ,Where did you put that book?,[sound:sentence_oku1.mp3],,,,,,651,Kaishi_word
落とす,おとす,落[お]とす,otosu,to drop (something),[sound:word_otosu.mp3],すみません、これ<b>落と</b>しましたよ。,すみません、 これ<b>落[お]と</b>しましたよ。 ,"Excuse me, you dropped this.",[sound:sentence_otosu.mp3],,,,,,653,Kaishi_word
伝える,つたえる,伝[つた]える,tsutaeru,"to convey, to transmit",[sound:word_tsutaeru.mp3],みんなにこのことを<b>伝え</b>てください。,みんなにこのことを<b>伝[つた]え</b>てください。 ,Please tell everyone about this matter.,[sound:sentence_tsutaeru.mp3],,,,,,655,Kaishi_word
全て,すべて,全[すべ]て,subete,"everything, all",[sound:word_subete.mp3],彼に<b>全て</b>のことを伝えた。,彼[かれ]に<b>全[すべ]て</b>のことを 伝[つた]えた。 ,I told him everything.,[sound:sentence_subete.mp3],,,,,,656,Kaishi_word
珍しい,めずらしい,珍[めずら]しい,mezurashii,"rare, uncommon; unusual",[sound:word_mezurashii.mp3],彼が怒るのは<b>珍しい</b>。,彼[かれ]が 怒[おこ]るのは<b>珍[めずら]しい</b>。 ,It is rare for him to get angry.,[sound:sentence_mezurashii.mp3],,,,,,657,Kaishi_word
事実,じじつ,事[じ]実[じつ],jijitsu,"fact, truth",[sound:word_jijitsu.mp3],それは全て<b>事実</b>ですか？,それは 全[すべ]て<b>事[じ]実[じつ]</b>ですか？ ,Is it all true?,[sound:sentence_jijitsu.mp3],,,,,,658,Kaishi_word
構う,かまう,構[かま]う,kamau,"to mind, to care",[sound:word_kamau.mp3],ここで写真を撮っても<b>構</b>いませんか？,ここで 写[しゃ]真[しん]を 撮[と]っても<b>構[かま]</b>いませんか？ ,Do you mind if I take a picture here?,[sound:sentence_kamau.mp3],,,,,,663,Kaishi_word
秘密,ひみつ,秘[ひ]密[みつ],himitsu,secret,[sound:word_himitsu.mp3],これは<b>秘密</b>なので、話すわけにはいきません。,これは<b>秘[ひ]密[みつ]</b>なので 、 話[はな]すわけにはいきません。 ,"This is a secret, so I cannot talk about it.",[sound:sentence_himitsu.mp3],,,,,,664,Kaishi_word
部屋,へや,部屋[へや],heya,room,[sound:word_heya.mp3],この<b>部屋</b>に入ってはいけない。,この<b>部屋[へや]</b>に 入[はい]ってはいけない。 ,You must not enter this room.,[sound:sentence_heya.mp3],,,,,,666,Kaishi_word
そっち,そっち,そっち,socchi,there,[sound:word_sotchi.mp3],<b>そっち</b>が私の部屋です。,<b>そっち</b>が 私[わたし]の 部屋[へや]です。 ,That's my room over there.,[sound:sentence_sotchi.mp3],,,,,,667,Kaishi_word
片付ける,かたづける,片[かた]付[づ]ける,katazukeru,"put in order, tidy up",[sound:word_katazukeru.mp3],部屋<b>片付け</b>なさい！,部屋[へや]<b>片[かた]付[づ]け</b>なさい！ ,Clean your room!,[sound:sentence_katazukeru.mp3],,,,,,668,
趣味,しゅみ,趣[しゅ]味[み],shumi,"(1) hobby (2) taste, preference",[sound:word_shumi.mp3],なんか<b>趣味</b>ある？,なんか<b>趣[しゅ]味[み]</b>ある？ ,Do you have any hobbies?,[sound:sentence_shumi.mp3],,,,,,668.1,Kaishi_word
結構,けっこう,結[けっ]構[こう],kekkō,"(1) rather, quite, fairly (2) no thank you (polite refusal)",[sound:word_kekkou.mp3],4月だというのに、<b>結構</b>寒いね？,4[し]月[がつ]だというのに 、<b>結[けっ]構[こう]</b>寒[さむ]いね？ ,"Even though it's April, it's rather cold, isn't it?",[sound:sentence_kekkou.mp3],,,,,,668.2,Kaishi_word
自身,じしん,自[じ]身[しん],jishin,self,[sound:word_jishin1.mp3],僕は自分<b>自身</b>を変えたいんです。,僕[ぼく]は 自[じ]分[ぶん]<b>自[じ]身[しん]</b>を 変[か]えたいんです。 ,I want to change myself.,[sound:sentence_jishin1.mp3],,,,,,670,Kaishi_word
箱,はこ,箱[はこ],hako,"box, case",[sound:word_hako.mp3],この<b>箱</b>は重い。,この<b>箱[はこ]</b>は 重[おも]い。 ,This box is heavy.,[sound:sentence_hako.mp3],,,,,,672.1,Kaishi_word
捨てる,すてる,捨[す]てる,suteru,"to throw away, get rid of",[sound:word_suteru.mp3],ゴミはちゃんとゴミ箱に<b>捨て</b>てよ。,ゴミはちゃんとゴミ 箱[ばこ]に<b>捨[す]て</b>てよ。 ,Be sure to put your trash in the trash can!,[sound:sentence_suteru.mp3],,,,,,672.2,Kaishi_word
頑張る,がんばる,頑[がん]張[ば]る,ganbaru,"to do one's best, make an effort",[sound:word_ganbaru.mp3],大変だけど<b>頑張る</b>。,大[たい]変[へん]だけど<b>頑[がん]張[ば]る</b>。 ,"It's tough, but I'll do my best.",[sound:sentence_ganbaru.mp3],,,,,,673,Kaishi_word
だけど,だけど,だけど,dakedo,"but, however, although​",[sound:だけど_ダケド_JapanesePod101.mp3],大変<b>だけど</b>頑張る。,大[たい]変[へん]<b>だけど</b>頑[がん]張[ば]る。 ,"It's tough, but I'll do my best.",[sound:sentence_ganbaru.mp3],,,,,,674,
離す,はなす,離[はな]す,hanasu,"to separate, let go",[sound:word_hanasu2.mp3],子供の手を<b>離</b>さないでください。,子[こ]供[ども]の 手[て]を<b>離[はな]</b>さないでください。 ,Don't let go of your child's hand.,[sound:sentence_hanasu2.mp3],,,,,,675,Kaishi_word
